timestamp,src_ip,dst_ip,src_port,dst_port,protocol,length,suspicious,suspicious_reason
2026-07-18 00:27:17,103.66.180.185,192.168.18.71,9076,53302,TCP,55,False,
2026-07-18 00:27:17,192.168.18.71,103.66.180.185,53302,9076,TCP,102,False,
2026-07-18 00:27:17,192.168.18.71,142.250.202.106,51202,443,UDP,77,False,
2026-07-18 00:27:17,192.168.18.71,142.250.202.142,54075,443,UDP,782,False,
2026-07-18 00:27:17,142.250.202.106,192.168.18.71,443,51202,UDP,66,False,
2026-07-18 00:27:17,142.250.202.142,192.168.18.71,443,54075,UDP,70,False,
2026-07-18 00:27:17,192.168.18.71,142.250.202.142,54075,443,UDP,74,False,
2026-07-18 00:27:17,103.66.180.185,192.168.18.71,9076,53302,TCP,54,False,
2026-07-18 00:27:17,103.66.180.185,192.168.18.71,9076,53302,TCP,54,False,
2026-07-18 00:27:17,192.168.18.71,103.66.180.185,53302,9076,TCP,54,False,
2026-07-18 00:27:17,192.168.18.71,103.66.180.185,53302,9076,TCP,54,False,
2026-07-18 00:27:17,192.168.18.71,103.66.180.185,53303,9076,TCP,66,False,
2026-07-18 00:27:17,142.250.202.142,192.168.18.71,443,54075,UDP,648,False,
2026-07-18 00:27:17,192.168.18.71,142.250.202.142,54075,443,UDP,78,False,
2026-07-18 00:27:17,103.66.180.185,192.168.18.71,9076,53303,TCP,66,False,
2026-07-18 00:27:17,192.168.18.71,103.66.180.185,53303,9076,TCP,54,False,
2026-07-18 00:27:17,142.250.202.142,192.168.18.71,443,54075,UDP,66,False,
2026-07-18 00:27:17,192.168.18.71,162.244.34.11,56530,8886,TCP,55,False,
2026-07-18 00:27:17,103.66.180.185,192.168.18.71,9076,53302,TCP,54,False,
2026-07-18 00:27:17,103.66.180.185,192.168.18.71,9076,53303,TCP,55,False,
2026-07-18 00:27:17,192.168.18.71,103.66.180.185,53303,9076,TCP,102,False,
2026-07-18 00:27:17,103.66.180.185,192.168.18.71,9076,53303,TCP,54,False,
2026-07-18 00:27:17,103.66.180.185,192.168.18.71,9076,53303,TCP,54,False,
2026-07-18 00:27:17,192.168.18.71,103.66.180.185,53303,9076,TCP,54,False,
2026-07-18 00:27:17,192.168.18.71,103.66.180.185,53303,9076,TCP,54,False,
2026-07-18 00:27:17,192.168.18.71,103.66.180.185,53304,9076,TCP,66,False,
